Téléchargé sur lestransactions.fr sous Licence CC-BY-NC-SA
ISIN;Société;Déclarant;Date;Nature;Instrument;Prix;Volume;Total;Total en part de la capitalisation (x%);Monnaie;pdf
FR0013251584;@-HEALTH;PEEL sarl personne morale liée à pierre-paul goiffon, directeur général;2017-10-25;Cession;Action;7.44;150;1116;0.0;Euros;http://www.amf-france.org/technique/multimedia?docId=2302776a-af7f-4d7c-bf1f-cce2e5499e36&famille=BDIF&bdifId=748515DD7102_2017DD515847
FR0013251584;@-HEALTH;PEEL sarl personne morale liée à pierre-paul goiffon, directeur général;2017-10-24;Cession;Action;7.44;294;2187;0.0;Euros;http://www.amf-france.org/technique/multimedia?docId=c0fc4419-7f15-4c84-a493-2e4314b23049&famille=BDIF&bdifId=648515DD7102_2017DD515846
FR0013251584;@-HEALTH;PEEL sarl personne morale liée à pierre-paul goiffon, directeur général;2017-10-23;Cession;Action;7.44;155;1153;0.0;Euros;http://www.amf-france.org/technique/multimedia?docId=6620686f-1847-48a6-8674-32a144d73ac9&famille=BDIF&bdifId=548515DD7102_2017DD515845
FR0013251584;@-HEALTH;J3PC sarl personne morale liée à jean-pascal peyret, président;2017-10-30;Cession;Action;7.44;2750;20460;0.0552972972972973;Euros;http://www.amf-france.org/technique/multimedia?docId=cac5495c-af13-43f1-a154-df5cd4a5c9df&famille=BDIF&bdifId=448515DD7102_2017DD515844
FR0010908533;EDENRED;ARNAUD ERULIN, DG EUROPE CENTRALE ET SCANDINAVIE;2017-10-30;Cession;Action;24.5;24500;600250;0.010302952282869893;Euros;http://www.amf-france.org/technique/multimedia?docId=9eeb8c0f-2c17-4926-8bf4-c1406cadfe65&famille=BDIF&bdifId=938515DD7102_2017DD515839
FR0010908533;EDENRED;ARNAUD ERULIN, DG EUROPE CENTRALE ET SCANDINAVIE;2017-10-30;Exercice;Option d'achat;18.81;24500;460844;0.0;Euros;http://www.amf-france.org/technique/multimedia?docId=354dd1fc-e69d-46e3-89eb-13c65a1dabbf&famille=BDIF&bdifId=838515DD7102_2017DD515838
FR0010112524;NEXITY;NEW PORT SAS personne morale liée à ALAIN DININ, PDG;2017-10-26;Cession;Action;52.5339;4317;226788;0.0;Euros;http://www.amf-france.org/technique/multimedia?docId=7db5084f-7bb2-45bc-85b6-a999617ad42c&famille=BDIF&bdifId=987515DD7102_2017DD515789
FR0010609263;MAUNA KEA TECHNOLOGIES;Alexandre Loiseau, Directeur Général;2017-10-26;Cession;Action;3.98;25000;99500;0.10698924731182796;Euros;http://www.amf-france.org/technique/multimedia?docId=efd17963-6d57-4314-b1bb-4c9a9b9fae69&famille=BDIF&bdifId=887515DD7102_2017DD515788
FR0000120503;BOUYGUES;PASCAL GRANGE, DIRECTEUR GENERAL DELEGUE DE BOUYGUES CONSTRUCTION FILIALE DIRECTE DE BOUYGUES;2017-10-27;Exercice;Option d'achat;20.11;1700;34187;0.0;Euros;http://www.amf-france.org/technique/multimedia?docId=6a997d8d-5cb7-41d0-a559-834f89f16fa9&famille=BDIF&bdifId=857515DD7102_2017DD515758
FR0000120503;BOUYGUES;PASCAL GRANGE, DIRECTEUR GENERAL DELEGUE DE BOUYGUES CONSTRUCTION FILIALE DIRECTE DE BOUYGUES;2017-10-27;Cession;Action;41.2654;1700;70151;0.0;Euros;http://www.amf-france.org/technique/multimedia?docId=6de1252f-56b4-4140-90ad-45b80fa60952&famille=BDIF&bdifId=357515DD7102_2017DD515753
FR0010112524;NEXITY;SC CLEOPATRE FINANCE SC personne morale liée à ALAIN DININ, PDG;2017-10-26;Cession;Action;51.0;1500;76500;0.0;Euros;http://www.amf-france.org/technique/multimedia?docId=8cb21f5e-09f3-4c57-a0f6-870c39e3ee04&famille=BDIF&bdifId=627515DD7102_2017DD515726
FR0010112524;NEXITY;SC SENEQUE FINANCE SC personne morale liée à ALAIN DININ, PDG;2017-10-26;Cession;Action;51.0;1500;76500;0.0;Euros;http://www.amf-france.org/technique/multimedia?docId=6aeebb66-8cd0-4170-b766-c4fb3c4c9bea&famille=BDIF&bdifId=427515DD7102_2017DD515724
FR0010112524;NEXITY;SC JUPITER FINANCE SC personne morale liée à ALAIN DININ, PDG;2017-10-26;Cession;Action;51.0;2000;102000;0.0;Euros;http://www.amf-france.org/technique/multimedia?docId=35f0ca5f-d37b-4e44-8032-6bcaf9f88dc4&famille=BDIF&bdifId=327515DD7102_2017DD515723
FR0010112524;NEXITY;SC CLIO FINANCE SC personne morale liée à ALAIN DININ, PDG;2017-10-26;Cession;Action;51.0;5000;255000;0.0;Euros;http://www.amf-france.org/technique/multimedia?docId=c6a3f8aa-c081-4b25-ae0a-8cdf7c70844e&famille=BDIF&bdifId=127515DD7102_2017DD515721
FR0011636083;NEOLIFE;PM SAS personne morale liée à PATRICK MARCHE, PRESIDENT DU CS;2017-10-23;Exercice;Option d'achat;0.4;45000;18000;0.18;Euros;http://www.amf-france.org/technique/multimedia?docId=8fe515c8-c5f0-4495-b336-084e2e9cfc60&famille=BDIF&bdifId=126515DD7102_2017DD515621
FR0011636083;NEOLIFE;SEBASTIEN MARIN-LAFLECHE, MEMBRE DU DIRECTOIRE;2017-10-19;Exercice;Option d'achat;0.4;5500;2200;0.022;Euros;http://www.amf-france.org/technique/multimedia?docId=1cbd458b-f83c-4766-aa78-50049ec92303&famille=BDIF&bdifId=174515DD7102_2017DD515471
FR0011636083;NEOLIFE;SEBASTIEN MARIN-LAFLECHE, MEMBRE DU DIRECTOIRE;2017-10-20;Cession;Action;0.5;5500;2750;0.0275;Euros;http://www.amf-france.org/technique/multimedia?docId=1cbd458b-f83c-4766-aa78-50049ec92303&famille=BDIF&bdifId=174515DD7102_2017DD515471
FR0011636083;NEOLIFE;PM SAS personne morale liée à PATRICK MARCHE, PRESIDENT DU CS;2017-10-19;Cession;Action;0.5;100000;50000;0.5;Euros;http://www.amf-france.org/technique/multimedia?docId=3e99b0d1-e438-42ec-80c8-93ace703a626&famille=BDIF&bdifId=700515DD7102_2017DD515007
FR0011636083;NEOLIFE;PM SAS personne morale liée à PATRICK MARCHE, PRESIDENT DU CS;2017-10-16;Cession;Action;0.49;64577;31642;0.3164273;Euros;http://www.amf-france.org/technique/multimedia?docId=1ab4818c-279c-4787-baff-e29b5a85513e&famille=BDIF&bdifId=419415DD7102_2017DD514914
FR0011636083;NEOLIFE;PM SAS personne morale liée à PATRICK MARCHE, PRESIDENT DU CS;2017-10-13;Cession;Action;0.49;40518;19853;0.1985382;Euros;http://www.amf-france.org/technique/multimedia?docId=ae6e8163-de8b-4311-92a1-2dc961c7f31d&famille=BDIF&bdifId=319415DD7102_2017DD514913
FR0011636083;NEOLIFE;PM SAS personne morale liée à PATRICK MARCHE, PRESIDENT DU CS;2017-10-12;Cession;Action;0.5005;94905;47499;0.4749995249999999;Euros;http://www.amf-france.org/technique/multimedia?docId=f932a5b0-30b5-41ff-9de4-c8cd6fa111e7&famille=BDIF&bdifId=927415DD7102_2017DD514729
FR0011636083;NEOLIFE;PM SAS personne morale liée à PATRICK MARCHE, PRESIDENT DU CS;2017-10-10;Cession;Action;0.5049;88000;44431;0.444312;Euros;http://www.amf-france.org/technique/multimedia?docId=914238f8-8baf-4c1b-af82-a654c206d2d9&famille=BDIF&bdifId=186415DD7102_2017DD514681
FR0011636083;NEOLIFE;PM SAS personne morale liée à PATRICK MARCHE, PRESIDENT DU CS;2017-10-09;Cession;Action;0.5333;12000;6399;0.063996;Euros;http://www.amf-france.org/technique/multimedia?docId=914238f8-8baf-4c1b-af82-a654c206d2d9&famille=BDIF&bdifId=186415DD7102_2017DD514681
FR0011636083;NEOLIFE;PM SAS personne morale liée à PATRICK MARCHE, PRESIDENT DU CS;2017-10-04;Cession;Action;0.5401;150000;81015;0.81015;Euros;http://www.amf-france.org/technique/multimedia?docId=914238f8-8baf-4c1b-af82-a654c206d2d9&famille=BDIF&bdifId=186415DD7102_2017DD514681
FR0011636083;NEOLIFE;MICHEL MASSON, MEMBRE DU CS;2017-10-05;Cession;Action;0.5688;200000;113760;1.1376;Euros;http://www.amf-france.org/technique/multimedia?docId=8baec505-b90c-4838-9c69-0b56a22657ad&famille=BDIF&bdifId=176415DD7102_2017DD514671
FR0010120402;THERACLION;Francois Lacoste, administrateur;2017-10-26;Cession;Action;4.2817;4000;17126;0.05352125;Euros;http://www.amf-france.org/technique/multimedia?docId=bb7d4e6e-3e59-4094-bfc1-4c481ef3291b&famille=BDIF&bdifId=100615DD7102_2017DD516001
FR0010120402;THERACLION;Francois Lacoste, administrateur;2017-10-30;Cession;Action;4.2255;10000;42255;0.132046875;Euros;http://www.amf-france.org/technique/multimedia?docId=bb7d4e6e-3e59-4094-bfc1-4c481ef3291b&famille=BDIF&bdifId=100615DD7102_2017DD516001
FR0010120402;THERACLION;Francois Lacoste, administrateur;2017-10-31;Cession;Action;4.23;5000;21150;0.06609375000000002;Euros;http://www.amf-france.org/technique/multimedia?docId=bb7d4e6e-3e59-4094-bfc1-4c481ef3291b&famille=BDIF&bdifId=100615DD7102_2017DD516001
FR0010908533;EDENRED;GRAZIELLA GAVEZOTTI, PRESIDENT EDENRED ITALIE;2017-10-31;Cession;Action;24.5366;6250;153353;0.0;Euros;http://www.amf-france.org/technique/multimedia?docId=6c1b9c8e-9f4a-4878-91c3-4f5c41a704a9&famille=BDIF&bdifId=000615DD7102_2017DD516000
FR0010221234;EUTELSAT COMMUNICATIONS;Edouard SILVERIO, secretaire général;2017-11-01;Acquisition;Action;21.59;92;1986;0.0;Euros;http://www.amf-france.org/technique/multimedia?docId=acdbf865-98ad-444f-ac97-557115e0b368&famille=BDIF&bdifId=599515DD7102_2017DD515995
FR0000039620;MERSEN;THOMAS BAUMGARTNER, CFO;2017-10-30;Cession;Action;36.9157;3404;125661;0.015987410025445296;Euros;http://www.amf-france.org/technique/multimedia?docId=81eb0b2e-b97b-4727-9d60-12ddd2d2966b&famille=BDIF&bdifId=789515DD7102_2017DD515987
FR0000039620;MERSEN;THOMAS BAUMGARTNER, CFO;2017-10-30;Exercice;Option d'achat;17.53;3404;59672;0.0;Euros;http://www.amf-france.org/technique/multimedia?docId=679a7b10-aac5-4230-a49f-d31dd0082dec&famille=BDIF&bdifId=689515DD7102_2017DD515986
FR0012613610;PRODWAYS GROUP;GROUPE GORGE (1) SA personne morale liée à Raphaël Gorgé, PDG de Prodways Group et de Groupe Gorgé;2017-10-26;Cession;Action;5.65;3736729;21112518;7.594431241007195;Euros;http://www.amf-france.org/technique/multimedia?docId=d8ba5092-1ac0-4805-be5b-9938512b3e27&famille=BDIF&bdifId=459515DD7102_2017DD515954
FR0000120503;BOUYGUES;OLIVIER BOUYGUES, DIRECTEUR GENERAL DELEGUE DE BOUYGUES;2017-10-30;Exercice;Option d'achat;34.08;91166;3106937;0.020864530790410316;Euros;http://www.amf-france.org/technique/multimedia?docId=2bbb1970-2c3e-4674-9627-cecf281a3a77&famille=BDIF&bdifId=798515DD7102_2017DD515897
FR0000130650;DASSAULT SYSTEMES;PHILIPPE FORESTIER, DIRECTEUR GENERAL ADJOINT;2017-10-30;Cession;Action;89.4937;10000;894937;0.0;Euros;http://www.amf-france.org/technique/multimedia?docId=f24fa7f1-0f49-40ed-b983-952f1fd9a7ef&famille=BDIF&bdifId=688515DD7102_2017DD515886
FR0000130650;DASSAULT SYSTEMES;PHILIPPE FORESTIER, DIRECTEUR GENERAL ADJOINT;2017-10-30;Exercice;Option d'achat;23.5;10000;235000;0.0;Euros;http://www.amf-france.org/technique/multimedia?docId=f3ba0718-365f-4eea-9dea-4144ab9d3880&famille=BDIF&bdifId=588515DD7102_2017DD515885
FR0000130650;DASSAULT SYSTEMES;ODILE FORESTIER personne liée à PHILIPPE FORESTIER, DIRECTEUR GENERAL ADJOINT;2017-10-30;Cession;Action;89.5875;4800;430020;0.0;Euros;http://www.amf-france.org/technique/multimedia?docId=ff815048-dbe5-4b88-9b0d-3bf0ec2b6e97&famille=BDIF&bdifId=488515DD7102_2017DD515884
FR0000130650;DASSAULT SYSTEMES;ODILE FORESTIER personne liée à PHILIPPE FORESTIER, DIRECTEUR GENERAL ADJOINT;2017-10-30;Exercice;Option d'achat;23.5;4800;112800;0.0;Euros;http://www.amf-france.org/technique/multimedia?docId=12509b20-e42d-4a38-b0f9-69ba4deeb321&famille=BDIF&bdifId=388515DD7102_2017DD515883
FR0000130650;DASSAULT SYSTEMES;THIBAULT DE TERSANT, DIRECTEUR GENERAL ADJOINT;2017-10-30;Cession;Action;89.5875;10000;895875;0.0;Euros;http://www.amf-france.org/technique/multimedia?docId=dda443ee-5309-438d-842a-57cb47cf6e68&famille=BDIF&bdifId=288515DD7102_2017DD515882
FR0012432516;POXEL;EDMOND DE ROTHSCHILD INVESTMENT PARTNERS SAS, CENSEUR;2017-10-30;Cession;Action;8.0072;46505;372374;0.23273427249999995;Euros;http://www.amf-france.org/technique/multimedia?docId=b60c0e72-8ebd-4f1d-8720-34487b4f2efe&famille=BDIF&bdifId=580615DD7102_2017DD516085
FR0000075954;RIBER;Guillaume DE BELAIR, Membre du directoire;2017-11-02;Cession;Action;4.64;24900;115535;0.12558260869565216;Euros;http://www.amf-france.org/technique/multimedia?docId=fc5a99f7-dd70-4542-9bbc-37d164e4bf17&famille=BDIF&bdifId=380615DD7102_2017DD516083
FR0010907956;CARMAT;TRUFFLE CAPITAL SAS SAS, MEMBRE DU CONSEIL D'ADMINISTRATION;2017-10-30;Cession;Action;26.5767;5000;132883;0.09164379310344828;Euros;http://www.amf-france.org/technique/multimedia?docId=1c62a2e7-56e5-427d-968b-df4fad12fc80&famille=BDIF&bdifId=080615DD7102_2017DD516080
CH0008175645;TELEVERBIER SA;AFI.ESCA S.A., Président;2017-10-31;Acquisition;Action;45.0;400;18000;0.02857142857142857;Euros;http://www.amf-france.org/technique/multimedia?docId=50bdf40a-43b5-4737-8f0b-0d6cad910e22&famille=BDIF&bdifId=970615DD7102_2017DD516079
FR0010245803;VELCAN ENERGY;Jean-Luc Rivoire, director FR0010245803;2017-11-01;Cession;Action;10.0;477;4770;0.0;Euros;http://www.amf-france.org/technique/multimedia?docId=bf85c5be-5ad1-442b-81d0-e3a2a668c036&famille=BDIF&bdifId=370615DD7102_2017DD516073
FR0010245803;VELCAN ENERGY;ANTOINE DECITRE, director;2017-11-01;Cession;Action;10.0;191;1910;0.0;Euros;http://www.amf-france.org/technique/multimedia?docId=437cf6c8-0826-4962-bcac-913b9d82a682&famille=BDIF&bdifId=270615DD7102_2017DD516072
FR0010245803;VELCAN ENERGY;ANTOINE DECITRE, director;2017-10-31;Cession;Action;10.0068;2853;28549;0.043922154461538465;Euros;http://www.amf-france.org/technique/multimedia?docId=a8bc2b0e-41a4-46b6-83c5-8fe98f68bc7f&famille=BDIF&bdifId=170615DD7102_2017DD516071
FR0011490648;ECOSLOPS S.A.;olivier fortesa, Administrateur;2017-10-27;Souscription;Action;13.0;2632;34216;0.05264;Euros;http://www.amf-france.org/technique/multimedia?docId=93c47748-ce38-4067-8a50-455d974b5534&famille=BDIF&bdifId=360615DD7102_2017DD516063
CH0008175645;TELEVERBIER SA;AFI.ESCA S.A., Président;2017-10-30;Acquisition;Action;45.0;53;2385;0.0;Euros;http://www.amf-france.org/technique/multimedia?docId=9f8e91c3-d097-46ca-8328-e6ebe86eb765&famille=BDIF&bdifId=260615DD7102_2017DD516062
FR0011041011;BLUELINEA;Alexis WESTERMANN, Président du Conseil de Surveillance;2017-10-31;Cession;Action;7.185;3610;25937;0.108074375;Euros;http://www.amf-france.org/technique/multimedia?docId=cd735739-9332-4919-aac5-a999c63a87f0&famille=BDIF&bdifId=020615DD7102_2017DD516020
FR0011041011;BLUELINEA;Alexis WESTERMANN, Président du Conseil de Surveillance;2017-10-30;Cession;Action;7.02;2220;15584;0.064935;Euros;http://www.amf-france.org/technique/multimedia?docId=06cb988c-1eab-4f2c-b1ad-af48a48a12b8&famille=BDIF&bdifId=910615DD7102_2017DD516019
FR0010907956;CARMAT;TRUFFLE CAPITAL SAS SAS, MEMBRE DU CONSEIL D'ADMINISTRATION;2017-11-01;Cession;Action;25.3095;5000;126547;0.0866763698630137;Euros;http://www.amf-france.org/technique/multimedia?docId=daa07721-9081-4a4a-a0a5-4e1dbfa10338&famille=BDIF&bdifId=062615DD7102_2017DD516260
FR0010907956;CARMAT;TRUFFLE CAPITAL SAS SAS, MEMBRE DU CONSEIL D'ADMINISTRATION;2017-10-31;Cession;Action;25.1868;5000;125934;0.08625616438356165;Euros;http://www.amf-france.org/technique/multimedia?docId=e0ba0a99-c02b-478f-9bd4-add1be9e7c7c&famille=BDIF&bdifId=952615DD7102_2017DD516259
FR0000039620;MERSEN;"Thomas FARKAS, Directeur Stratégie &amp; Devt";2017-11-01;Exercice;Option d'achat;38.1;9704;369722;0.0462153;Euros;http://www.amf-france.org/technique/multimedia?docId=c4f6c9e1-76ef-4666-bc93-4b4d615227cc&famille=BDIF&bdifId=052615DD7102_2017DD516250
FR0010112524;NEXITY;NEW PORT SAS personne morale liée à ALAIN DININ, PDG;2017-10-31;Cession;Action;52.648;42887;2257914;0.07722006757865937;Euros;http://www.amf-france.org/technique/multimedia?docId=1b0a0f52-dc80-43ba-9fce-9bcad475bc92&famille=BDIF&bdifId=542615DD7102_2017DD516245
FR0010667147;COFACE SA;Xavier DURAND, Directeur général;2017-10-30;Acquisition;Action;9.4;1000;9400;0.0;Euros;http://www.amf-france.org/technique/multimedia?docId=14794d42-4ecd-4082-a869-1fe1c3eefe67&famille=BDIF&bdifId=781615DD7102_2017DD516187
FR0010523167;ROCTOOL;Mathieu Boulanger, Directeur Général;2017-10-31;Acquisition;Action;8.55;200;1710;0.0;Dollars;http://www.amf-france.org/technique/multimedia?docId=0fc7df9e-e6dd-4068-8af3-dcdbd4b36e51&famille=BDIF&bdifId=941615DD7102_2017DD516149
FR0010112524;NEXITY;"NEW PORT &#160;personne morale liée à ALAIN DININ, PDG";2017-10-30;Cession;Action;52.5937;116539;6129217;0.2096175514466484;Euros;http://www.amf-france.org/technique/multimedia?docId=b2804f94-5ed6-4fe3-8318-39bd5c379ed8&famille=BDIF&bdifId=141615DD7102_2017DD516141
FR0000130650;DASSAULT SYSTEMES;BERNARD CHARLES, DIRECTEUR GENERAL;2017-10-31;Exercice;Option d'achat;19.5;100000;1950000;0.0;Euros;http://www.amf-france.org/technique/multimedia?docId=580e07bf-7afc-4976-8362-c04b3eb687f6&famille=BDIF&bdifId=001615DD7102_2017DD516100
FR0000121121;EURAZEO;JCDECAUX HOLDING société par actions simplifiée, Membre du Conseil de surveillance;2017-07-03;Acquisition;Action;65.5838;65794;4315020;0.07475780556479557;Euros;http://www.amf-france.org/technique/multimedia?docId=42f0b608-5fa5-428e-9235-7efb66894461&famille=BDIF&bdifId=434615DD7102_2017DD516434
FR0000121121;EURAZEO;JCDECAUX HOLDING société par actions simplifiée, Membre du Conseil de surveillance;2017-06-30;Acquisition;Action;65.8534;23926;1575608;0.027297443665973663;Euros;http://www.amf-france.org/technique/multimedia?docId=3b5d6061-a2b9-4b59-9360-8df4fcfd0263&famille=BDIF&bdifId=334615DD7102_2017DD516433
FR0000121121;EURAZEO;JCDECAUX HOLDING société par actions simplifiée, Membre du Conseil de surveillance;2017-06-29;Acquisition;Action;65.8548;241757;15920858;0.27582915598752594;Euros;http://www.amf-france.org/technique/multimedia?docId=d3e00dd4-15dd-4cac-8625-f5dd5175fe8b&famille=BDIF&bdifId=234615DD7102_2017DD516432
FR0000121121;EURAZEO;JCDECAUX HOLDING société par actions simplifiée, Membre du conseil de surveillance;2017-06-21;Acquisition;Action;65.7195;35816;2353809;0.040779792307692304;Euros;http://www.amf-france.org/technique/multimedia?docId=44a6c06e-9485-493c-94a4-56c217fcfcf0&famille=BDIF&bdifId=134615DD7102_2017DD516431
FR0000121121;EURAZEO;JCDECAUX HOLDING société par actions simplifiée, Membre du Conseil de surveillance;2017-06-27;Acquisition;Action;65.7443;55383;3641116;0.0630824076039501;Euros;http://www.amf-france.org/technique/multimedia?docId=612bdba0-df43-43ad-934a-818c34f40287&famille=BDIF&bdifId=924615DD7102_2017DD516429
FR0010688465;INFOSAT;COMPAGNIE DU CAP SAS, Administrateur;2017-10-23;Cession;Action;5.68;100;568;0.018933333333333333;Euros;http://www.amf-france.org/technique/multimedia?docId=f7e8f1fd-35d2-452a-9e0e-890af8061b4e&famille=BDIF&bdifId=624615DD7102_2017DD516426
FR0010688465;INFOSAT;COMPAGNIE DU CAP SAS, Administrateur;2017-10-20;Cession;Action;5.68;201;1141;0.03805599999999999;Euros;http://www.amf-france.org/technique/multimedia?docId=9dcf70b6-ded5-48d9-ae39-21b90f0e4480&famille=BDIF&bdifId=524615DD7102_2017DD516425
FR0010688465;INFOSAT;COMPAGNIE DU CAP SAS, Administrateur;2017-10-16;Cession;Action;5.68;1;5;0.0;Euros;http://www.amf-france.org/technique/multimedia?docId=722af713-6e6c-436a-a5a3-4cffc44e9679&famille=BDIF&bdifId=424615DD7102_2017DD516424
FR0010688465;INFOSAT;COMPAGNIE DU CAP SAS, Administrateur;2017-10-13;Cession;Action;5.28;459;2423;0.080784;Euros;http://www.amf-france.org/technique/multimedia?docId=dc1c14e0-baee-42e6-ae28-42df16dc6257&famille=BDIF&bdifId=324615DD7102_2017DD516423
FR0010688465;INFOSAT;COMPAGNIE DU CAP SAS, Administrateur;2017-10-10;Cession;Action;5.28;28;147;0.0;Euros;http://www.amf-france.org/technique/multimedia?docId=a1887e0d-f587-4f8c-863a-d80069f673cb&famille=BDIF&bdifId=124615DD7102_2017DD516421
FR0000065484;LECTRA SA;BERNARD JOURDAN, ADMINISTRATEUR INDEPENDANT;2017-11-03;Acquisition;Action;24.5;100;2450;0.0;Euros;http://www.amf-france.org/technique/multimedia?docId=da735d94-929c-43a9-903d-344839b7be95&famille=BDIF&bdifId=024615DD7102_2017DD516420
FR0010688465;INFOSAT;COMPAGNIE DU CAP SAS, Administrateur;2017-10-09;Cession;Action;4.95;370;1831;0.06105;Euros;http://www.amf-france.org/technique/multimedia?docId=7d843a24-55f4-4310-9ebf-39d1fc97fe10&famille=BDIF&bdifId=914615DD7102_2017DD516419
FR0010411983;SCOR SE;"VICTOR PEIGNET, CEO de SCOR Global P&amp;C";2017-11-03;Cession;Action;35.0812;24719;867172;0.012829888782364256;Euros;http://www.amf-france.org/technique/multimedia?docId=e4f381f1-089b-4a5f-9823-f1a425eec858&famille=BDIF&bdifId=404615DD7102_2017DD516404
FR0010411983;SCOR SE;"VICTOR PEIGNET, CEO de SCOR Global P&amp;C";2017-11-03;Exercice;Option d'achat;19.055;24719;471020;0.0;Euros;http://www.amf-france.org/technique/multimedia?docId=421c6a21-0f92-409f-9e76-edf39bbeba63&famille=BDIF&bdifId=993615DD7102_2017DD516399
FR0010411983;SCOR SE;"VICTOR PEIGNET, CEO de SCOR Global P&amp;C";2017-11-02;Cession;Action;35.3054;36281;1280915;0.018951253401390738;Euros;http://www.amf-france.org/technique/multimedia?docId=95d7250b-dbd1-407e-8d0f-3a08b007dfec&famille=BDIF&bdifId=793615DD7102_2017DD516397
FR0010411983;SCOR SE;"VICTOR PEIGNET, CEO de SCOR Global P&amp;C";2017-11-02;Exercice;Option d'achat;19.055;36281;691334;0.010228354120432017;Euros;http://www.amf-france.org/technique/multimedia?docId=b2a32344-4313-4f47-bf1e-a5159417fe6a&famille=BDIF&bdifId=693615DD7102_2017DD516396
